web_scraper_order,name_0,Character_Nickname_0,Game_Appeared_In_0,Position_0,Element_0,Kick_Lv50_0,Control_Lv50_0,Intelligence_Lv50_0,Technique_Lv50_0,Pressure_Lv50_0,Physical_Lv50_0,Agility_Lv50_0,Gender_0,Character_Role_0,image_0
"1770569871-1249","Hashi Bilocco","Bilocco","Inazuma Eleven GO Galaxy: Big Bang / Supernova","GK","Fire","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/s/m/smnnugdp13s.png"
"1770569873-1250","Hick Idris","Idris","Inazuma Eleven GO Galaxy: Big Bang / Supernova","MF","Fire","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/d/o/dowgdfltyee.png"
"1770569878-1251","Perrick Ambin","Perrick","Inazuma Eleven GO Galaxy: Big Bang / Supernova","GK","Fire","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/t/m/tmzntwpmnrs.png"
"1770569880-1252","Korum Jintal","Jintal","Inazuma Eleven GO Galaxy: Big Bang / Supernova","MF","Fire","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/i/o/ioosappckie.png"
"1770569883-1253","Jan Suparo","Suparo","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Mountain","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/w/k/wkx0xkq-tds.png"
"1770569885-1254","Ilka Rugar","Rugar","Inazuma Eleven GO Galaxy: Big Bang / Supernova","DF","Fire","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/n/m/nmmvcbmeaue.png"
"1770569887-1255","Hattar Meppo","Meppo","Inazuma Eleven GO Galaxy: Big Bang / Supernova","MF","Fire","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/h/j/hjfgpg5m1o0.png"
"1770569889-1256","Kanzan Focho","Focho","Inazuma Eleven GO Galaxy: Big Bang / Supernova","GK","Fire","84","92","92","86","97","101","104","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/2/l/2l0bi5f2y9c.png"
"1770569892-1257","Kreaton Coco","Kreaton","Inazuma Eleven GO Galaxy: Big Bang / Supernova","MF","Fire","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/0/q/0qzdmgnad7c.png"
"1770569894-1258","Doyle Coco","Doyle","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Mountain","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/f/c/fcc8hfrgwi0.png"
"1770569896-1259","Kazar Kibane","Kibane","Inazuma Eleven GO Galaxy: Big Bang / Supernova","GK","Forest","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/l/t/lthjyceofoe.png"
"1770569899-1260","Minack Sargo","Minack","Inazuma Eleven GO Galaxy: Big Bang / Supernova","GK","Wind","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/u/f/ufqof94sobs.png"
"1770569901-1261","Teodorus Toxsin","Teodorus","Inazuma Eleven GO Galaxy: Big Bang / Supernova","DF","Wind","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/6/t/6tllf8xbj3m.png"
"1770569903-1262","Eli Mantary","Mantary","Inazuma Eleven GO Galaxy: Big Bang / Supernova","MF","Mountain","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/l/f/lf6eodxhkek.png"
"1770569905-1263","Galiaf Satonga","Galiaf","Inazuma Eleven GO Galaxy: Big Bang / Supernova","MF","Mountain","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/_/v/_vfczoudd7m.png"
"1770569908-1264","Oggris Roya","Oggris","Inazuma Eleven GO Galaxy: Big Bang / Supernova","GK","Wind","84","92","92","86","97","101","104","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/o/h/oh090xy5uik.png"
"1770569910-1265","Sambas Soya","Sambas","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Forest","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/u/o/uoxinshxbou.png"
"1770569912-1266","Cherrie Menjikko","Cherrie","Inazuma Eleven GO Galaxy: Big Bang / Supernova","DF","Mountain","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/f/a/fampkthl2b8.png"
"1770569915-1267","Umral Seaslug","Umral","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Wind","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/d/h/dhh1kkznzd8.png"
"1770569917-1268","Claria Leone","Claria","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Wind","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/s/j/sjquj1vdeuu.png"
"1770569919-1269","Piranu Rajelly","Rajelly","Inazuma Eleven GO Galaxy: Big Bang / Supernova","DF","Forest","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/m/m/mmzhaogvrok.png"
"1770569921-1270","Sierra Mone","Sierra","Inazuma Eleven GO Galaxy: Big Bang / Supernova","GK","Wind","84","92","92","86","97","101","104","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/9/o/9oca3xgvg9m.png"
"1770569924-1271","Menoh Seaweed","Menoh","Inazuma Eleven GO Galaxy: Big Bang / Supernova","DF","Forest","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/b/w/bwurus1lhu8.png"
"1770569926-1272","Anky Mo","Anky","Inazuma Eleven GO Galaxy: Big Bang / Supernova","MF","Mountain","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/w/y/wylw5ttfqdu.png"
"1770569928-1273","Holsten Leebrook","Leebrook","Inazuma Eleven GO Galaxy: Big Bang / Supernova","DF","Forest","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/e/y/eyaoigq9ni8.png"
"1770569931-1274","Unahr Giil","Giil","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Forest","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/1/a/1arjlf2hgru.png"
"1770569933-1275","Durmali Altos","Altos","Inazuma Eleven GO Galaxy: Big Bang / Supernova","GK","Wind","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/v/1/v1i82cdpvxk.png"
"1770569935-1276","Bettas Renden","Renden","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Wind","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/k/d/kd5db9l14cm.png"
"1770569937-1277","Uzma Kyallak","Uzma","Inazuma Eleven GO Galaxy: Big Bang / Supernova","MF","Wind","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/m/8/m8-b1k3z9em.png"
"1770569940-1278","Kiroh Beira","Beira","Inazuma Eleven GO Galaxy: Big Bang / Supernova","MF","Mountain","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/x/u/xupgybrjq3k.png"
"1770569942-1279","Hatara Tehaze","Tehaze","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Wind","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/3/7/37svlgkrlxu.png"
"1770569944-1280","Guramki Abantis","Abantis","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Wind","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/g/t/gtd0m5crik8.png"
"1770569946-1281","Tetrae Charlong","Charlong","Inazuma Eleven GO Galaxy: Big Bang / Supernova","MF","Mountain","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/o/7/o7g584lypic.png"
"1770569949-1282","Catro Corydoras","Catro","Inazuma Eleven GO Galaxy: Big Bang / Supernova","MF","Mountain","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/z/t/zt3yrhtie70.png"
"1770569951-1283","Gupas Melaka","Melaka","Inazuma Eleven GO Galaxy: Big Bang / Supernova","DF","Mountain","86","88","111","91","97","102","88","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/t/5/t5iagkuajec.png"
"1770569954-1284","Derika Cachil","Cachil","Inazuma Eleven GO Galaxy: Big Bang / Supernova","GK","Wind","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/c/r/cr5hn1i6o30.png"
"1770569956-1285","Kudon Kanran","Kanran","Inazuma Eleven GO Galaxy: Big Bang / Supernova","MF","Mountain","97","112","100","113","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/8/-/8-aueo9y7xe.png"
"1770569958-1286","Dervan Yorhal","Yorhal","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Mountain","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/n/w/nwr1zxbiwks.png"
"1770569961-1287","Hika Rabeer","Rabeer","Inazuma Eleven GO Galaxy: Big Bang / Supernova","DF","Fire","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/p/3/p3spdojktis.png"
"1770569963-1288","Jari Baras","Baras","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Mountain","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/-/f/-fdiwxve-re.png"
"1770569965-1289","Flint Heutch","Flint","Inazuma Eleven GO Galaxy: Big Bang / Supernova","DF","Fire","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/e/w/ew-9jsawlx0.png"
"1770569967-1290","Foggara Kanart","Foggara","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Mountain","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/v/y/vypcot8smcc.png"
"1770569970-1291","Feriando Hidery","Hidery","Inazuma Eleven GO Galaxy: Big Bang / Supernova","MF","Fire","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/h/w/hwaxgawzzx0.png"
"1770569972-1292","Arenite Serka","Serka","Inazuma Eleven GO Galaxy: Big Bang / Supernova","DF","Fire","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/q/y/qyx2nlwj0kc.png"
"1770569974-1293","Wacke Koshra","Koshra","Inazuma Eleven GO Galaxy: Big Bang / Supernova","DF","Fire","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/k/y/kyou8ozbtb0.png"
"1770569976-1294","Nenban Slate","Slate","Inazuma Eleven GO Galaxy: Big Bang / Supernova","GK","Fire","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/v/a/va_prxv7-oc.png"
"1770569979-1295","Dry Karwack","Karwack","Inazuma Eleven GO Galaxy: Big Bang / Supernova","GK","Mountain","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/1/1/11c6ckgzlis.png"
"1770569981-1296","Nomare Lusha","Lusha","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Mountain","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/e/d/edtbv1gjm7e.png"
"1770569983-1297","Warim Kalkawa","Warim","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Mountain","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/g/8/g8qhbsulj9e.png"
"1770569986-1298","Cord Ratozol","Ratozol","Inazuma Eleven GO Galaxy: Big Bang / Supernova","DF","Fire","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/3/u/3ubmstyfoos.png"
"1770569988-1299","Silt Deigan","Deigan","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Mountain","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/x/7/x74t_ohx7uc.png"
"1770569990-1300","Sad Sajord","Sajord","Inazuma Eleven GO Galaxy: Big Bang / Supernova","MF","Mountain","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/m/t/mtjysxhtwd0.png"
"1770569995-1301","Mesa Bute","Mesa","Inazuma Eleven GO Galaxy: Big Bang / Supernova","GK","Forest","84","92","92","86","97","101","104","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/i/7/i7s_iwok3xu.png"
"1770569997-1302","Craig Chart","Chart","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Mountain","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/5/t/5tjelpoeac8.png"
"1770569999-1303","Doro Might","Doro","Inazuma Eleven GO Galaxy: Big Bang / Supernova","MF","Mountain","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/n/5/n5cgucn899u.png"
"1770570002-1304","Res Ord","Res","Inazuma Eleven GO Galaxy: Big Bang / Supernova","GK","Fire","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/8/r/8rtn59rgqo8.png"
"1770570004-1305","Shaula Toxbarb","Toxbarb","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Mountain","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/c/-/c-osqgeolum.png"
"1770570006-1306","Calkrab Antares","Calkrab","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Mountain","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/t/w/tw_zhf40idk.png"
"1770570008-1307","Akram Alvayra","Alvayra","Inazuma Eleven GO Galaxy: Big Bang / Supernova","DF","Fire","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/v/3/v34vpgqynbk.png"
"1770570011-1308","Lesath Tine","Lesath","Inazuma Eleven GO Galaxy: Big Bang / Supernova","DF","Fire","86","88","111","91","97","102","88","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/e/f/efjoe5migom.png"
"1770570013-1309","Jabhat Graffias","Graffias","Inazuma Eleven GO Galaxy: Big Bang / Supernova","GK","Forest","84","92","92","86","97","101","104","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/-/w/-wq7xk5qvi8.png"
"1770570015-1310","Elreid Orbes","Elreid","Inazuma Eleven GO Galaxy: Big Bang / Supernova","GK","Fire","86","94","93","88","98","103","105","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/m/-/m-shlvk0pom.png"
"1770570017-1311","Globulus Ava","Ava","Inazuma Eleven GO Galaxy: Big Bang / Supernova","DF","Fire","87","90","112","92","99","103","89","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/a/a/aa6woqx-od8.png"
"1770570020-1312","Laraya Orbes","Laraya","Inazuma Eleven GO Galaxy: Big Bang / Supernova","MF","Mountain","103","111","99","108","90","90","83","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/x/w/xwdmmqcoe9k.png"
"1770570022-1313","Catra Page","Catra","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Wind","119","114","92","104","85","84","84","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/j/8/j8i-xdbsjcm.png"
"1770570024-1314","Globulus Ava","Ava","Inazuma Eleven GO Galaxy: Big Bang / Supernova","DF","Fire","87","90","112","92","99","103","89","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/k/3/k3ww_3_rnks.png"
"1770570027-1315","Laraya Orbes","Laraya","Inazuma Eleven GO Galaxy: Big Bang / Supernova","MF","Mountain","103","111","99","108","90","90","83","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/u/j/ujbqp4i3bm8.png"
"1770570029-1316","Catra Page","Catra","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Wind","119","114","92","104","85","84","84","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/s/o/sogmhhabeg8.png"
"1770570031-1317","Miriam Sharpe","Keenan's Mom","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Mountain","119","113","90","102","85","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/7/f/7fb3sizrgxe.png"
"1770570033-1318","Seraph Sharpe","Keenan's Dad","Inazuma Eleven GO Galaxy: Big Bang / Supernova","DF","Fire","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/b/w/bwicbvsjv30.png"
"1770570036-1319","Keenan Sharpe","Keenan","Inazuma Eleven GO Galaxy: Big Bang / Supernova","DF","Mountain","84","87","119","85","104","107","89","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/q/y/qytjsqkz4ec.png"
"1770570038-1320","Mabel Lerner","Zippy's Mom","Inazuma Eleven GO Galaxy: Big Bang / Supernova","MF","Mountain","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/z/r/zrlevm-pqx0.png"
"1770570040-1321","Jasper Lerner","Zippy's Dad","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Forest","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/5/-/5-gr8rlhlre.png"
"1770570042-1322","Judy Scarriot","Judy","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Mountain","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/i/w/iw3krut9iis.png"
"1770570045-1323","Marigold Blossom","Cerise's Mom","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Mountain","118","112","89","102","83","81","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/g/-/g-4b_nhi33e.png"
"1770570047-1324","Cedric Blossom","Cerise's Dad","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Forest","118","112","89","102","83","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/3/w/3wjgsyhyaes.png"
"1770570049-1325","Cerise Blossom","Cerise","Inazuma Eleven GO Galaxy: Big Bang / Supernova","MF","Wind","99","114","103","114","85","84","84","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/d/8/d824jviq97e.png"
"1770570052-1326","Thales Foreman","Mr. Thales","Inazuma Eleven GO Galaxy: Big Bang / Supernova","DF","Fire","82","85","118","83","102","106","87","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/y/u/yuhzoqeqqis.png"
"1770570054-1327","Chip Flashman","Chip","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Wind","119","113","90","102","85","81","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/s/7/s7ksd3xiloc.png"
"1770570056-1328","Skip Flashman","Skip","Inazuma Eleven GO Galaxy: Big Bang / Supernova","DF","Wind","87","90","112","92","99","103","89","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/j/t/jtvnwixyib0.png"
"1770570058-1329","Axel Blaze","Axel","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Fire","121","115","93","105","88","85","85","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/b/y/bygxqzmitk8.png"
"1770570061-1330","Ptumri Emnator","Ptumri","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Mountain","119","114","92","104","85","84","84","","Player","https://dxi4wb638ujep.cloudfront.net/1/k/y/u/yutcf0t7kks.png"
"1770570063-1331","Ptumri Emnator","Ptumri","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Forest","119","114","92","104","85","84","84","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/-/d/-dpoo68zqbe.png"
"1770570065-1332","Ptumri","Ptumri","Inazuma Eleven GO Galaxy: Big Bang / Supernova","GK","Forest","87","95","94","89","96","104","109","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/h/d/hdli5etamem.png"
"1770570067-1333","Ashley Sarpala","Ashley","Inazuma Eleven GO Galaxy: Big Bang / Supernova","MF","Forest","100","109","97","105","87","88","81","Female","Player","https://dxi4wb638ujep.cloudfront.net/1/k/k/c/kcwee4mdshm.png"
"1770570070-1334","Arculus Orbes","Arculus","Inazuma Eleven GO Galaxy: Big Bang / Supernova","FW","Wind","119","114","92","104","85","84","84","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/v/0/v0b_phq5_0k.png"
"1770570072-1335","Mitra Jeshu","Mitra","Inazuma Eleven GO Galaxy: Big Bang / Supernova","MF","Forest","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/7/c/7cayzgjweye.png"
"1770570074-1336","Indra Vayu","Indra","Inazuma Eleven GO Galaxy: Big Bang / Supernova","MF","Mountain","100","109","97","105","87","88","81","Male","Player","https://dxi4wb638ujep.cloudfront.net/1/k/k/0/k0rte5fkzrs.png"
